회사명,거래소코드,회계년도,[제조]      단기차입금(*)(IFRS연결),[제조]      유동성장기부채(*)(IFRS연결),[제조]            사채(IFRS연결),[제조]            장기차입금(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]법인세비용(IFRS연결),[제조]자본(*)(IFRS연결),[제조]부채(*)(IFRS연결)
(주)엘지에너지솔루션,373220,2022/12,1243992000,1622709000,0,0,0,0,0,113684000,215488000,20593762000,17705683000
(주)엘지에너지솔루션,373220,2023/12,1576437000,1635019000,0,0,0,0,0,315752000,405475000,24373509000,21063635000
(주)엘지유플러스,032640,2020/12,50000000,1081600000,0,0,0,0,0,149250000,120787000,7651214000,10698976000
(주)엘지유플러스,032640,2021/12,0,1774627000,0,0,0,0,0,153152000,180975000,7958558000,11411957000
(주)엘지유플러스,032640,2022/12,0,1427215000,0,0,0,0,0,180576000,194224000,8449667000,11325133000
(주)엘지유플러스,032640,2023/12,130000000,2172052000,0,0,0,0,0,242592000,140706000,8756785000,11343820000
(주)엘지헬로비전,037560,2020/12,0,158392130,0,0,0,0,0,15715346,2825777,631105915,841615540
(주)엘지헬로비전,037560,2021/12,0,37716680,0,0,0,0,0,12778972,8396267,652383502,835732530
(주)엘지헬로비전,037560,2022/12,0,206716365,0,0,0,0,0,10492415,12374027,625521811,802491626
(주)엘지헬로비전,037560,2023/12,0,149575343,0,0,0,0,0,12283979,9785018,565338308,754107898
(주)엘지화학,051910,2020/12,879757000,636271000,0,0,0,0,0,198814000,367839000,18790440000,22598454000
(주)엘지화학,051910,2021/12,1688383000,1788697000,0,0,0,0,0,211002000,1235790000,23209988000,27925314000
(주)엘지화학,051910,2022/12,1402367000,2402000000,0,0,0,0,0,303069000,641482000,37481127000,30492696000
(주)엘지화학,051910,2023/12,1875362000,5202517000,0,0,0,0,0,647232000,432501000,40938185000,36528509000
(주)엠씨넥스,097520,2020/12,56713409,6233524,0,0,0,0,0,3660475,14182763,252934743,200461505
(주)엠씨넥스,097520,2021/12,35449955,14502100,0,0,0,0,0,1499484,10775160,298966196,226561392
(주)엠씨넥스,097520,2022/12,41992558,6243833,0,0,0,0,0,4143875,6177207,309066578,229823433
(주)엠씨넥스,097520,2023/12,39623164,8703450,0,0,0,0,0,3042500,-111962,323612702,212084768
(주)영원무역,111770,2020/12,217631446,19099652,0,0,0,0,0,16742285,66972157,1993997616,1044287669
(주)영원무역,111770,2021/12,101602387,0,0,0,0,0,0,21435725,116948516,2434211959,1113408479
(주)영원무역,111770,2022/12,224549802,38810923,0,0,0,0,0,20183299,138600814,3114304140,1399319640
(주)영원무역홀딩스,009970,2020/12,220065714,19099652,0,0,0,0,0,15258903,86661218,2617104981,1115409879
(주)영원무역홀딩스,009970,2021/12,103168981,0,0,0,0,0,0,8850867,159329905,3155078342,1170497825
(주)영원무역홀딩스,009970,2022/12,225446775,38925272,0,0,0,0,0,13921006,185257543,3986663398,1503556313
(주)영풍,000670,2020/12,246211087,16880234,0,0,0,0,0,5699083,68473044,3712136489,1288719463
(주)영풍,000670,2021/12,321410376,6622576,0,0,0,0,0,4744783,30691153,3902290708,1618710698
(주)영풍,000670,2022/12,174709985,10814873,0,0,0,0,0,8978899,-168530576,4403386627,1468547025
(주)영풍,000670,2023/12,155710500,23773460,0,0,0,0,0,18883334,-19226794,4282768795,1285348175
(주)영흥,012160,2020/12,78313185,10771390,0,0,0,0,0,5981902,-3561568,146582989,191137321
(주)영흥,012160,2021/12,104729373,23318621,0,0,0,0,0,9818817,-3414975,197925727,321035330
(주)영흥,012160,2022/12,139655296,21179554,0,0,0,0,0,12099307,611117,198156296,337528199
(주)예스코홀딩스,015360,2020/12,60359232,156250180,0,0,0,0,0,12847994,13892448,521308330,1042780635
(주)예스코홀딩스,015360,2021/12,6644124,120473924,0,0,0,0,0,11093531,35554229,533558018,889444520
(주)예스코홀딩스,015360,2022/12,15000000,226095156,0,0,0,0,0,10462648,997489,519538661,971855140
(주)예스코홀딩스,015360,2023/12,15000000,101925904,0,0,0,0,0,10158805,16168134,503009253,855030228
(주)오뚜기,007310,2020/12,131796574,69733128,0,0,0,0,0,8645900,66623530,1441924478,897375182
(주)오뚜기,007310,2021/12,260991826,81970965,0,0,0,0,0,8995106,32923022,1538452347,1067386662
(주)오뚜기,007310,2022/12,572193928,234096513,0,0,0,0,0,19342477,5025846,1947519891,1622240968
(주)오뚜기,007310,2023/12,416084368,104535756,0,0,0,0,0,47616492,58303755,2063540799,1432941730
(주)오리엔트바이오,002630,2020/03,4900000,48900,0,0,0,0,0,439254,0,51962960,20142435
(주)오리엔트바이오,002630,2021/03,4900000,1540000,0,0,0,0,0,559693,-34442,48545216,22973290
(주)오리엔트바이오,002630,2022/03,,,,,,,,,,,
(주)오리엔트바이오,002630,2023/03,,,,,,,,,,,
(주)오리온,271560,2020/12,2516963,0,0,0,0,0,0,7362309,122788740,1897508266,767898168
(주)오리온,271560,2021/12,1734778,159956353,0,0,0,0,0,6389281,115385469,2292550472,827878189
(주)오리온,271560,2022/12,23907383,69973925,0,0,0,0,0,4394395,88420041,2639228833,732455082
(주)오리온,271560,2023/12,3812744,0,0,0,0,0,0,3600108,135035952,2955476949,565908178
(주)오리온홀딩스,001800,2020/12,19516963,60000000,0,0,0,0,0,9019144,105744875,3494709905,1002841041
(주)오리온홀딩스,001800,2021/12,95734778,159956353,0,0,0,0,0,9038654,94691767,3870846883,1090941457
(주)오리온홀딩스,001800,2022/12,105907383,69973925,0,0,0,0,0,6547723,97590908,4124954123,977214308
(주)오리온홀딩스,001800,2023/12,95812744,0,0,0,0,0,0,6996034,136727311,4319813023,818487035
(주)와이지플러스,037270,2020/12,3500000,0,0,0,0,0,0,615053,-765455,104149285,46829152
(주)와이지플러스,037270,2021/12,3298,0,0,0,0,23467,0,617314,5959055,145716842,77400988
(주)와이지플러스,037270,2022/12,0,0,0,0,0,82514,0,217586,985853,159425169,81946725
(주)와이투솔루션,011690,2020/12,12836822,722697,0,0,0,0,0,2629513,14308,31866908,81286586
(주)와이투솔루션,011690,2021/12,0,0,0,0,0,0,0,428219,748168,87556350,30945551
(주)와이투솔루션,011690,2022/12,746500,0,0,0,0,0,0,1787609,199121,82499822,44107169
(주)와이투솔루션,011690,2023/12,0,0,0,0,0,0,0,658084,163712,101958444,22163186
(주)우리금융지주,316140,2020/12,,,,,,,,,,,
(주)우리금융지주,316140,2021/12,,,,,,,,,,,
(주)우리금융지주,316140,2022/12,,,,,,,,,,,
(주)우리금융지주,316140,2023/12,,,,,,,,,,,
(주)우성,006980,2020/12,49431393,1296339,0,0,0,0,0,1656936,3223972,177352851,136104556
(주)우성,006980,2021/12,82322597,1154419,0,0,0,0,0,943629,7292208,172245247,172372494
(주)우성,006980,2022/12,109812146,4821987,0,0,0,0,0,3598924,-6211866,173231984,228737289
(주)우성,006980,2023/12,109715560,3654868,0,0,0,0,0,7216591,2329991,182519530,242808034
(주)우신시스템,017370,2020/12,103961590,13667972,0,0,0,0,0,4345144,1942890,100232109,224284592
(주)우신시스템,017370,2021/12,105570324,19715569,0,0,0,0,0,4490602,-178852,89247153,220358555
(주)우신시스템,017370,2022/12,105758050,11976010,0,0,0,0,0,5636911,2934402,90048515,192467200
(주)우신시스템,017370,2023/12,109228368,7190120,0,0,0,0,0,7079206,3458510,96403708,284056762
(주)우진,105840,2020/12,13479058,22588023,0,0,0,0,0,1069913,7138923,166336143,73838366
(주)우진,105840,2021/12,8554328,397569,0,0,0,0,0,1106410,-2003386,159569193,70225426
(주)우진,105840,2022/12,285954,16111111,0,0,0,0,0,1014243,2743902,176569431,50483945
(주)우진,105840,2023/12,0,0,0,0,0,0,0,383437,1581881,197283318,43017758
(주)우진아이엔에스,010400,2020/12,500000,0,0,0,0,0,0,132032,628218,101433006,19599445
(주)우진아이엔에스,010400,2021/12,500000,0,0,0,0,0,0,374757,-786935,97094075,17562306
(주)우진아이엔에스,010400,2022/12,500000,0,0,0,0,0,0,93185,-1539669,93608634,18022751
(주)우진플라임,049800,2020/12,24301604,80719147,0,0,0,0,0,4813545,-1670360,60776608,206845326
(주)우진플라임,049800,2021/12,23849066,70176540,0,0,0,0,0,3252034,-3665604,82119741,194240951
(주)우진플라임,049800,2022/12,26813495,60297601,0,0,0,0,0,3536647,3238823,102784724,182460325
(주)우진플라임,049800,2023/12,53413539,46081657,0,0,0,0,0,6044222,525046,106427030,211957809
(주)웅진,016880,2020/12,123500000,111000000,0,0,0,0,0,24774388,14362671,198132874,897850726
(주)웅진,016880,2021/12,206418591,52073140,0,0,0,0,0,23009717,2440569,220517482,845476888
(주)웅진,016880,2022/12,214902691,137141757,0,0,0,0,0,21109164,510750,226164473,868253314
(주)웅진,016880,2023/12,255732591,31439031,0,0,0,0,0,23919684,-9183101,191624801,835453231
(주)웅진씽크빅,095720,2020/12,80000000,14614795,0,0,0,0,0,10472680,3168547,374718795,291360210
(주)웅진씽크빅,095720,2021/12,93500000,0,0,0,0,0,0,4585825,11211138,373543605,398095903
(주)웅진씽크빅,095720,2022/12,85984100,0,0,0,0,0,0,6232422,3928719,364929128,425863102
(주)웅진씽크빅,095720,2023/12,111814000,1583480,0,0,0,0,0,9183282,-5755607,321062631,418313652
(주)원림,005820,2020/12,16833018,0,0,0,0,0,0,998973,5486205,133393420,43929962
(주)원림,005820,2021/12,14708882,2500000,0,0,0,0,0,733520,418689,135439018,34844419
(주)원림,005820,2022/12,7986188,0,0,0,0,0,0,263701,-1527287,143929258,26002568
(주)원림,005820,2023/12,5633103,0,0,0,0,0,0,226387,1647501,151917182,23052297
(주)위스컴,024070,2020/12,0,0,0,0,0,0,0,53592,-74512,116728371,13938143
(주)위스컴,024070,2021/12,0,0,0,0,0,0,0,10468,801746,120142945,15140908
(주)위스컴,024070,2022/12,3075000,0,0,0,0,0,0,42199,396948,112576389,15926877
(주)위스컴,024070,2023/12,0,0,0,0,0,0,0,28035,-13061,110912067,12077939
(주)윌비스,008600,2020/12,107311502,20432707,0,0,0,0,0,6524128,-895497,99130411,185657189
(주)윌비스,008600,2021/12,107165149,11268478,0,0,0,0,0,5855824,-175807,104645024,183381462
(주)윌비스,008600,2022/12,113424417,11353801,0,0,0,0,0,6591940,1111127,98275750,172118972
(주)유니드,014830,2020/12,93927485,50539419,0,0,0,0,0,8477155,13962400,781997903,338797020
(주)유니드,014830,2021/12,129488160,28186120,0,0,0,0,0,5082357,49144722,993090904,354619999
(주)유니드,014830,2022/12,358530403,29250110,0,0,0,0,0,9876676,19595356,901552166,587712512
(주)유니드,014830,2023/12,166400036,12999960,0,0,0,0,0,15104479,6519670,903111516,356024268
(주)유니드비티플러스,446070,2022/12,,,,,,,,,,,
(주)유니드비티플러스,446070,2023/12,,,,,,,,,,,
(주)유니온,000910,2020/12,75550000,10043374,0,0,0,0,0,2722619,6546046,176014071,178419689
(주)유니온,000910,2021/12,76242735,10543514,0,0,0,0,0,2292784,4359102,183648544,182516607
(주)유니온,000910,2022/12,86894077,7150972,0,0,0,0,0,4277239,-1611432,174558796,201552927
(주)유니켐,011330,2020/12,55704410,17059076,0,0,0,0,0,3266497,-58946,103584544,182219406
(주)유니켐,011330,2021/12,49208880,46125905,0,0,0,0,0,5569953,-839937,127961100,207896481
(주)유니켐,011330,2022/12,144642703,57527943,0,0,0,0,0,6300278,-3769525,139168129,295710102
(주)유수홀딩스,000700,2020/12,6921299,1936727,0,0,0,0,0,3450146,24846352,388300863,109944490
(주)유수홀딩스,000700,2021/12,5356500,3688592,0,0,0,0,0,1116171,-5241848,408044921,93662172
(주)유수홀딩스,000700,2022/12,1800000,3440133,0,0,0,0,0,938317,-572626,445670895,79255170
(주)유수홀딩스,000700,2023/12,0,4788092,0,0,0,0,0,900990,8649698,446364985,68107153
(주)유유제약,000220,2020/12,3000000,906800,0,0,0,0,0,1758561,1298730,117036441,37864566
(주)유유제약,000220,2021/12,8200000,1835310,0,0,0,0,0,2175396,537134,128685078,64300209
(주)유유제약,000220,2022/12,7200000,743320,0,0,0,0,0,2580742,615016,123374041,71831031
(주)유유제약,000220,2023/12,17575000,466680,0,0,0,0,0,2553778,98436,120355655,77857872
(주)유한양행,000100,2020/12,48500000,20475000,0,0,0,0,0,2712073,49490016,1846502194,547019907
(주)유한양행,000100,2021/12,69000000,20550000,0,0,0,0,0,2943971,26934059,1935889088,527922717
(주)유한양행,000100,2022/12,64120000,26000000,0,0,0,0,0,3468047,4333847,2007806369,464921703
(주)유한양행,000100,2023/12,128227000,4148465,0,0,0,0,0,6299658,508433,2101732643,712337878
(주)이노션,214320,2020/12,0,8365600,0,0,0,0,0,3421641,33457567,783974506,1260002678
(주)이노션,214320,2021/12,0,2337780,0,0,0,0,0,3020130,36820401,834762741,1366820754
(주)이노션,214320,2022/12,2716820,75090,0,0,0,0,0,3191360,53185072,873966892,1416175662
(주)이노션,214320,2023/12,3500001,202780,0,0,0,0,0,5613827,44524064,937468760,1622740343
(주)이마트,139480,2020/12,401509847,797726000,0,0,0,0,0,164623000,259223164,10496578900,11843844820
(주)이마트,139480,2021/12,1360092980,1206039000,0,0,0,0,0,213619000,524622675,12400253314,18841829087
(주)이마트,139480,2022/12,1428997000,1233629509,0,0,0,0,0,317541000,244758331,13483361918,19718359591
(주)이마트,139480,2023/12,1158716000,1975256204,0,0,0,0,0,417674000,-24822561,13834230770,19609634816
(주)이수스페셜티케미컬,457190,2023/12,,,,,,,,,,,
(주)이수페타시스,007660,2020/12,209569490,17277328,0,0,0,0,0,10023793,5131354,65108814,324275898
(주)이수페타시스,007660,2021/12,192856236,10862600,0,0,0,0,0,7480801,11357974,125491910,324186856
(주)이수페타시스,007660,2022/12,158568719,14395404,0,0,0,0,0,8457208,7499205,222328078,323686082
(주)이수화학,005950,2020/12,212513422,112212436,0,0,0,0,0,23274472,-1389832,285812545,683246293
(주)이수화학,005950,2021/12,230498248,66445878,0,0,0,0,0,18648956,22203863,391815625,777122952
(주)이수화학,005950,2022/12,247085078,77672336,0,0,0,0,0,23201236,6675950,405485090,782591483
(주)이스타코,015020,2020/12,,,,,,,,,,,
(주)이스타코,015020,2021/12,,,,,,,,,,,
(주)이스타코,015020,2022/12,,,,,,,,,,,
(주)이아이디,093230,2020/12,22371827,86000,0,0,0,0,0,4902132,625582,147212444,78640063
(주)이아이디,093230,2021/12,57201827,2700000,0,0,0,0,0,4239583,112780,257705334,261615873
(주)이아이디,093230,2022/12,25718994,20700000,0,0,0,0,0,18157555,-1630978,181786182,384426714
(주)이엔플러스,074610,2020/12,4771,198960,0,0,0,0,0,4674185,0,55523784,35058084
(주)이엔플러스,074610,2021/12,150000,198960,0,0,0,0,0,2099469,18264,72374343,30435536
(주)이엔플러스,074610,2022/12,5078273,33160,0,0,0,0,0,2717504,0,64786770,55540873
(주)이원,017940,2020/12,276666785,669799055,0,0,0,0,0,48493936,39362732,1243462785,2487985637
(주)이원,017940,2021/12,283308617,270479544,0,0,0,0,0,45506047,35788106,1373406946,2625919366
(주)이원,017940,2022/12,593938668,166370106,0,0,0,0,0,52927173,52336319,1510355704,2829299481
(주)이월드,084680,2020/12,,,,,,,,,,,
(주)이월드,084680,2021/12,,,,,,,,,,,
(주)이월드,084680,2022/12,,,,,,,,,,,
(주)이월드,084680,2023/12,,,,,,,,,,,
(주)인디에프,014990,2020/12,33000000,600000,0,0,0,0,0,2425685,652,41190746,97457009
(주)인디에프,014990,2021/12,32900000,2000000,0,0,0,0,0,2372447,1505,37943012,87338281
(주)인디에프,014990,2022/12,32500000,6995598,0,0,0,0,0,2541054,-416989,37944084,81801083
(주)인바이오젠,101140,2020/12,,,,,,,,,,,
(주)인바이오젠,101140,2021/12,,,,,,,,,,,
(주)인바이오젠,101140,2022/12,,,,,,,,,,,
(주)인스코비,006490,2020/12,0,0,0,0,0,0,0,1845624,349953,43183242,33050534
(주)인스코비,006490,2021/12,8925,0,0,0,0,0,0,1311567,-385016,65888589,43461356
(주)인스코비,006490,2022/12,109925,0,0,0,0,0,0,1333348,5030,63051467,38132317
(주)인팩,023810,2020/12,75722897,4050000,0,0,0,0,0,2136093,3863647,114424094,205338444
(주)인팩,023810,2021/12,93418612,223154,0,0,0,0,0,2115973,2832348,121099773,232862255
(주)인팩,023810,2022/12,91638530,604014,0,0,0,0,0,3585437,258399,137664892,273499293
(주)인팩,023810,2023/12,126959360,4919711,0,0,0,0,0,8882431,8088604,152353907,330515820
(주)일신석재,007110,2020/12,,,,,,,,,,,
(주)일신석재,007110,2021/12,,,,,,,,,,,
(주)일신석재,007110,2022/12,,,,,,,,,,,
(주)잇츠한불,226320,2020/12,9449251,4290403,0,0,0,0,0,1026281,6433129,468301133,39818212
(주)잇츠한불,226320,2021/12,10537641,456974,0,0,0,0,0,447117,12070247,458487914,36179264
(주)잇츠한불,226320,2022/12,8016350,18586,0,0,0,0,0,265424,7121617,455910011,30243345
(주)잇츠한불,226320,2023/12,8593391,17677,0,0,0,0,0,346709,2455965,466711813,31856499
(주)제이에스코퍼레이션,194370,2020/12,195324767,9814554,0,0,0,0,0,2631898,-609420,150694988,353700901
(주)제이에스코퍼레이션,194370,2021/12,157719899,8587509,0,0,0,0,0,4065288,11232105,201886290,350394618
(주)제이에스코퍼레이션,194370,2022/12,111067496,0,0,0,0,0,0,4238468,19008968,255477889,278290252
(주)제이에스코퍼레이션,194370,2023/12,160962863,2400000,0,0,0,0,0,13831456,19914239,292811741,470072217
(주)제일기획,030000,2020/12,14071392,0,0,0,0,0,0,5857412,38617230,1015529269,1226934683
(주)제일기획,030000,2021/12,12757602,0,0,0,0,0,0,6821057,92031140,1127267387,1414844027
(주)제일기획,030000,2022/12,13956749,0,0,0,0,0,0,6925018,104600606,1221429566,1530015562
(주)제일기획,030000,2023/12,0,0,0,0,0,0,0,10894915,94701074,1297763756,1591740851
(주)제주은행,006220,2020/12,,,,,,,,,,,
(주)제주은행,006220,2021/12,,,,,,,,,,,
(주)제주은행,006220,2022/12,,,,,,,,,,,
(주)제주은행,006220,2023/12,,,,,,,,,,,
(주)제주항공,089590,2020/12,165600000,126130104,0,0,0,0,0,22799539,-98595070,216811873,951754574
(주)제주항공,089590,2021/12,165600000,114706861,0,0,0,0,0,22514134,-82475992,184088788,1082667274
(주)제주항공,089590,2022/12,165600000,169220156,0,0,0,0,0,27296151,-43378526,306620204,1357023834
(주)제주항공,089590,2023/12,195600000,227311985,0,0,0,0,0,35954138,38218612,311202862,1669691472
(주)조비,001550,2020/12,,,,,,,,,,,
(주)조비,001550,2021/12,,,,,,,,,,,
(주)조비,001550,2022/12,,,,,,,,,,,
(주)조비,001550,2023/12,,,,,,,,,,,
(주)조흥,002600,2020/12,,,,,,,,,,,
(주)조흥,002600,2021/12,,,,,,,,,,,
(주)조흥,002600,2022/12,207985793,1397026,0,0,0,0,0,3748403,1597302,154185145,279570332
(주)조흥,002600,2023/12,163753841,1141984,0,0,0,0,0,12314959,-523906,149640119,244362081
(주)종근당,185750,2020/12,73049043,2944367,0,0,0,0,0,3870924,31434068,551592778,394740342
(주)종근당,185750,2021/12,74656298,24680534,0,0,0,0,0,4029894,38237382,565809643,480890429
(주)종근당,185750,2022/12,96269801,27264334,0,0,0,0,0,6846931,17187287,621288802,503593996
(주)종근당,185750,2023/12,90959120,90739806,0,0,0,0,0,9270969,27995661,815635169,586793267
(주)종근당바이오,063160,2020/12,19247055,0,0,0,0,0,0,627812,851978,168748013,114714927
(주)종근당바이오,063160,2021/12,12920226,6400810,0,0,0,0,0,1935706,-6781046,161491338,137048970
(주)종근당바이오,063160,2022/12,45700000,10599880,0,0,0,0,0,2938333,-1887245,147799466,164791529
(주)종근당바이오,063160,2023/12,,,,,,,,,,,
(주)종근당홀딩스,001630,2020/12,121965469,13037323,0,0,0,0,0,3480087,30373018,840301021,418150785
(주)종근당홀딩스,001630,2021/12,165253994,16678505,0,0,0,0,0,4360448,2078135,839968237,527666927
(주)종근당홀딩스,001630,2022/12,257771385,30209345,0,0,0,0,0,10803259,-2044464,798543946,577829023
(주)종근당홀딩스,001630,2023/12,258551184,135044516,0,0,0,0,0,19603059,3130248,823484717,632518934
(주)주성코퍼레이션,109070,2020/12,7827000,636515,0,0,0,0,0,2168761,-86568,7175586,24619557
(주)주성코퍼레이션,109070,2021/12,3641500,134000,0,0,0,0,0,990604,138647,9609634,23434919
(주)주성코퍼레이션,109070,2022/12,3789053,528580,0,0,0,0,0,524757,66847,14793215,18158117
(주)주성코퍼레이션,109070,2023/12,3641481,1511633,0,0,0,0,0,583939,231390,22262267,11872345
(주)주연테크,044380,2020/12,4300000,178011,0,0,0,0,0,26718,102245,37661988,19927980
(주)주연테크,044380,2021/12,0,202615,0,0,0,0,0,663504,100533,45268874,14445525
(주)주연테크,044380,2022/12,0,279518,0,0,0,0,0,300036,-129447,41543323,11699002
(주)지누스,013890,2020/12,164622520,8662132,0,0,0,0,0,10376345,11661628,414413207,482394178
(주)지누스,013890,2021/12,211132335,8286853,0,0,0,0,0,9910283,18512996,478228047,540408192
(주)지누스,013890,2022/12,216037073,23459469,0,0,0,0,0,16602350,14185745,626157268,488663623
(주)지누스,013890,2023/12,153977409,11902368,0,0,0,0,0,21452866,-4672370,625763571,415635288
(주)지에스,078930,2020/12,563750000,1357158000,0,0,0,0,0,308933000,618594000,10756545000,13720298000
(주)지에스,078930,2021/12,725042000,1694868000,0,0,0,0,0,323969000,1223174000,14202944000,16988343000
(주)지에스,078930,2022/12,866330000,2015412000,0,0,0,0,0,373448000,2141935000,16487810000,17434432000
(주)지에스,078930,2023/12,666567000,2247214000,0,0,0,0,0,410515000,1822133000,17625195000,16823230000
(주)지에스글로벌,001250,2020/12,176774353,143035048,0,0,0,0,0,15467438,12563427,299015825,657805876
(주)지에스글로벌,001250,2021/12,485966792,101063150,0,0,0,0,0,14412868,4346408,342513754,1100168067
(주)지에스글로벌,001250,2022/12,393659660,48246873,0,0,0,0,0,24506115,-6939109,406714434,1012698525
(주)지에스글로벌,001250,2023/12,180771925,150997312,0,0,0,0,0,30969061,26129667,447988124,953110257
(주)지에스리테일,007070,2020/12,173476200,112309000,0,0,0,0,0,68640000,46359437,2667178591,4510588585
(주)지에스리테일,007070,2021/12,33128439,679647134,0,0,0,0,0,64029000,98903433,4414386044,5041586938
(주)지에스리테일,007070,2022/12,129999653,249948000,0,0,0,0,0,83425298,31069187,4420005380,5412417745
(주)지에스리테일,007070,2023/12,215000006,424550000,0,0,0,0,0,99301293,64248096,4433739108,5608276835
(주)진도,088790,2020/12,23415892,0,0,0,0,0,0,749400,1059334,97089248,31364732
(주)진도,088790,2021/12,26816532,0,0,0,0,0,0,660027,-364910,100662783,35781862
(주)진도,088790,2022/12,15536060,0,0,0,0,0,0,767046,552372,104173494,25027285
(주)진양홀딩스,100250,2020/12,53717741,5046192,0,0,0,0,0,1732257,8494244,388741053,159267419
(주)진양홀딩스,100250,2021/12,54758030,4204276,0,0,0,0,0,1719404,3787734,390040148,176049121
(주)진양홀딩스,100250,2022/12,58299879,3841654,0,0,0,0,0,2887037,6817296,402629317,194455945
(주)진양홀딩스,100250,2023/12,63897037,5989200,0,0,0,0,0,4422546,11330122,426767364,216313549
(주)진에어,272450,2020/12,,,,,,,,,,,
(주)진에어,272450,2021/12,,,,,,,,,,,
(주)진에어,272450,2022/12,,,,,,,,,,,
(주)진에어,272450,2023/12,,,,,,,,,,,
(주)천일고속,000650,2020/12,,,,,,,,,,,
(주)천일고속,000650,2021/12,,,,,,,,,,,
(주)천일고속,000650,2022/12,,,,,,,,,,,
(주)청호ICT,012600,2020/12,4480000,638143,0,0,0,0,0,852252,12751,9123320,11560677
(주)청호ICT,012600,2021/12,4300000,356162,0,0,0,0,0,168279,37156,22076199,10304561
(주)청호ICT,012600,2022/12,3400000,200055,0,0,0,0,0,181719,0,20221362,9745358
(주)청호ICT,012600,2023/12,3400000,302087,0,0,0,0,0,220863,5369,41783599,10811893
(주)체시스,033250,2020/06,22523000,3282854,0,0,0,0,0,1544630,-304244,22889626,55744637
(주)체시스,033250,2021/06,11050000,4099013,0,0,0,0,0,1479447,-418632,33276905,47882838
(주)체시스,033250,2022/06,13630000,6165640,0,0,0,0,0,1251543,181067,28636025,47279164
(주)체시스,033250,2023/06,15597010,3060640,0,0,0,0,0,1722960,-48493,30959620,53298857
(주)카카오,035720,2020/12,130264036,40160693,0,0,0,0,0,18944995,240911753,7427729028,4526241211
(주)카카오,035720,2021/12,896447107,125236,0,0,0,0,0,39390020,647540309,13589972364,9189586348
(주)카카오,035720,2022/12,1055056266,0,0,0,0,0,0,109871005,241785687,13531862291,9431629285
(주)카카오,035720,2023/12,1052546624,0,0,0,0,0,0,162778224,168428765,13858599224,11321369715
(주)카카오뱅크,323410,2020/12,,,,,,,,,,,
(주)카카오뱅크,323410,2021/12,,,,,,,,,,,
(주)카카오뱅크,323410,2022/12,,,,,,,,,,,
(주)카카오페이,377300,2020/12,0,0,0,0,0,0,0,736570,-717131,204135428,1003847247
(주)카카오페이,377300,2021/12,0,0,0,0,0,0,0,1818276,7912156,1795637761,1637071183
(주)카카오페이,377300,2022/12,0,0,0,0,0,0,0,6296352,-34460343,1908224925,1423304933
(주)카카오페이,377300,2023/12,0,0,0,0,0,0,0,5928570,17260682,1934775610,2031711008
(주)카프로,006380,2020/12,,,,,,,,,,,
(주)카프로,006380,2021/12,,,,,,,,,,,
(주)카프로,006380,2022/12,,,,,,,,,,,
(주)케이씨,029460,2020/12,0,791740,0,0,0,0,0,480065,25696609,658991280,214407497
(주)케이씨,029460,2021/12,11000000,2833080,0,0,0,0,0,1002778,20941734,747304957,217210674
(주)케이씨,029460,2022/12,1000000,831470,0,0,0,0,0,1284892,7127034,790763083,213860829
(주)케이씨씨,002380,2020/12,972445146,688921721,0,0,0,0,0,162284764,180042565,5245995002,7101577326
(주)케이씨씨,002380,2021/12,842904954,189935036,0,0,0,0,0,142368821,166064905,5376066872,7502796337
(주)케이씨씨,002380,2022/12,514339274,680290368,0,0,0,0,0,178331353,83292296,5551138505,7567347802
(주)케이씨씨,002380,2023/12,1217352890,923289612,0,0,0,0,0,254644522,151933154,5447529410,7905941669
(주)케이씨씨글라스,344820,2020/12,,,,,,,,,,,
(주)케이씨씨글라스,344820,2021/12,58781704,79925799,0,0,0,0,0,3412308,40560524,1388414267,489520762
(주)케이씨씨글라스,344820,2022/12,145570361,0,0,0,0,0,0,10203225,29142320,1442611749,766953037
(주)케이씨씨글라스,344820,2023/12,7788324,22564174,0,0,0,0,0,12770997,24900182,1488014851,735664746
(주)케이씨텍,281820,2020/12,,,,,,,,,,,
(주)케이씨텍,281820,2021/12,,,,,,,,,,,
(주)케이씨텍,281820,2022/12,,,,,,,,,,,
(주)케이씨텍,281820,2023/12,,,,,,,,,,,
(주)케이씨티시,009070,2020/12,28386640,39365604,0,0,0,0,0,4651825,3240863,209295814,232150537
(주)케이씨티시,009070,2021/12,43170914,0,0,0,0,0,0,4454480,5143866,229089235,303256154
(주)케이씨티시,009070,2022/12,48990602,61565020,0,0,0,0,0,8560673,2576115,258397701,371680926
(주)케이씨티시,009070,2023/12,46606406,57083584,0,0,0,0,0,13175312,3934739,281358991,380738631
(주)케이에스에스해운,044450,2020/12,70048400,140996621,0,0,0,0,0,16545330,422870,268856001,800671677
(주)케이에스에스해운,044450,2021/12,73404780,267201196,0,0,0,0,0,19066423,1188763,342824644,1103404278
(주)케이에스에스해운,044450,2022/12,87683692,224069978,0,0,0,0,0,39743334,1176704,406280228,1252892415
(주)케이에스에스해운,044450,2023/12,65837529,196983556,0,0,0,0,0,77785860,1057988,420480242,1235554637
(주)케이에이치필룩스,033180,2020/12,51936837,0,0,0,0,0,0,4754888,2146574,270002467,113136206
