,회사명,거래소코드,회계년도,BETA,CAPM
151,(주)동양고속,84670,2023/12,0.5911916716821969,0.5911916716821969
152,(주)동원에프앤비,49770,2020/12,0.9106036967599467,0.9106036967599467
153,(주)동원에프앤비,49770,2021/12,0.3773930763021864,0.3773930763021864
154,(주)동원에프앤비,49770,2022/12,0.5542923269437982,0.5542923269437982
155,(주)동원에프앤비,49770,2023/12,0.5130751526860639,0.5130751526860639
156,(주)드림텍,192650,2020/12,2.17367964354827,2.17367964354827
157,(주)드림텍,192650,2021/12,1.711255596196197,1.711255596196197
158,(주)드림텍,192650,2022/12,0.9323860757006066,0.9323860757006066
159,(주)드림텍,192650,2023/12,0.9740181617474383,0.9740181617474383
160,(주)디비아이엔씨,12030,2020/12,1.0199844599034555,1.0199844599034555
161,(주)디비아이엔씨,12030,2021/12,0.8544591062364453,0.8544591062364453
162,(주)디비아이엔씨,12030,2022/12,0.8813225682348785,0.8813225682348785
163,(주)디비아이엔씨,12030,2023/12,1.436776059328608,1.436776059328608
164,(주)디아이,3160,2020/12,1.3941072277104705,1.3941072277104705
165,(주)디아이,3160,2021/12,0.5630432209151185,0.5630432209151185
166,(주)디아이,3160,2022/12,1.6758169269394958,1.6758169269394958
167,(주)디아이,3160,2023/12,2.1175436401909837,2.1175436401909837
168,(주)디아이씨,92200,2020/12,1.381337736163977,1.381337736163977
169,(주)디아이씨,92200,2021/12,0.5623357349073308,0.5623357349073308
170,(주)디아이씨,92200,2022/12,1.7754376333688238,1.7754376333688238
171,(주)디아이씨,92200,2023/12,1.115542817327981,1.115542817327981
172,(주)디알비동일,4840,2020/12,1.1423537346256576,1.1423537346256576
173,(주)디알비동일,4840,2021/12,1.4325004519416442,1.4325004519416442
174,(주)디알비동일,4840,2022/12,0.9985340731423336,0.9985340731423336
175,(주)디알비동일,4840,2023/12,0.8805075677537751,0.8805075677537751
176,(주)디엔오토모티브,7340,2020/12,0.7196100956053295,0.7196100956053295
177,(주)디엔오토모티브,7340,2021/12,0.7624398605720739,0.7624398605720739
178,(주)디엔오토모티브,7340,2022/12,1.0184766127719542,1.0184766127719542
179,(주)디엔오토모티브,7340,2023/12,0.006246919766224482,0.006246919766224482
180,(주)마니커,27740,2020/12,0.8647361473205557,0.8647361473205557
181,(주)마니커,27740,2021/12,0.3943277184077902,0.3943277184077902
182,(주)마니커,27740,2022/12,1.6359429478202863,1.6359429478202863
183,(주)마니커,27740,2023/12,0.5361412666963316,0.5361412666963316
184,(주)모나미,5360,2020/12,1.9466657215787213,1.9466657215787213
185,(주)모나미,5360,2021/12,1.363597968236204,1.363597968236204
186,(주)모나미,5360,2022/12,1.6038907798104232,1.6038907798104232
187,(주)모나미,5360,2023/12,0.6711847088783951,0.6711847088783951
188,(주)모토닉,9680,2020/12,1.289845932815353,1.289845932815353
189,(주)모토닉,9680,2021/12,2.0299634069877945,2.0299634069877945
190,(주)모토닉,9680,2022/12,0.6934914068625595,0.6934914068625595
191,(주)모토닉,9680,2023/12,0.4015042976355564,0.4015042976355564
192,(주)무학,33920,2020/12,1.477562352971878,1.477562352971878
193,(주)무학,33920,2021/12,1.1177981648247477,1.1177981648247477
194,(주)무학,33920,2022/12,1.298013809983557,1.298013809983557
195,(주)무학,33920,2023/12,0.7996981544622587,0.7996981544622587
196,(주)백산,35150,2020/12,1.4146539476748203,1.4146539476748203
197,(주)백산,35150,2021/12,1.0684474321437438,1.0684474321437438
198,(주)백산,35150,2022/12,1.6292903772087457,1.6292903772087457
199,(주)백산,35150,2023/12,0.9390883628024139,0.9390883628024139
200,(주)보령,3850,2020/12,1.1236880860132514,1.1236880860132514
201,(주)보령,3850,2021/12,0.22084549825065636,0.22084549825065636
202,(주)보령,3850,2022/12,0.7906995349650984,0.7906995349650984
203,(주)보령,3850,2023/12,1.0987377759541614,1.0987377759541614
204,(주)비와이씨,1460,2020/12,0.7813165701279413,0.7813165701279413
205,(주)비와이씨,1460,2021/12,1.0147386149840236,1.0147386149840236
206,(주)비와이씨,1460,2022/12,0.6700213288656881,0.6700213288656881
207,(주)비와이씨,1460,2023/12,0.6862201886825356,0.6862201886825356
208,(주)비지에프,27410,2020/12,1.301615108307926,1.301615108307926
209,(주)비지에프,27410,2021/12,-0.04993722065088111,-0.04993722065088111
210,(주)비지에프,27410,2022/12,1.1948152586009626,1.1948152586009626
211,(주)비지에프,27410,2023/12,0.7444845872309416,0.7444845872309416
212,(주)비지에프리테일,282330,2020/12,0.8208154559884057,0.8208154559884057
213,(주)비지에프리테일,282330,2021/12,0.11590335887017472,0.11590335887017472
214,(주)비지에프리테일,282330,2022/12,-0.4909310022302228,-0.4909310022302228
215,(주)비지에프리테일,282330,2023/12,0.48148181001904183,0.48148181001904183
216,(주)빙그레,5180,2020/12,0.67311086157379,0.67311086157379
217,(주)빙그레,5180,2021/12,0.397271543926816,0.397271543926816
218,(주)빙그레,5180,2022/12,0.5267499412321843,0.5267499412321843
219,(주)빙그레,5180,2023/12,-0.10086782830291607,-0.10086782830291607
220,(주)사조대림,3960,2020/12,1.1879260208481355,1.1879260208481355
221,(주)사조대림,3960,2021/12,1.5635072602508109,1.5635072602508109
222,(주)사조대림,3960,2022/12,1.1134799201422996,1.1134799201422996
223,(주)사조대림,3960,2023/12,0.6314771139076202,0.6314771139076202
224,(주)삼양사,145990,2020/12,1.2074064114562857,1.2074064114562857
225,(주)삼양사,145990,2021/12,0.9050775349258452,0.9050775349258452
226,(주)삼양사,145990,2022/12,0.8757266994289966,0.8757266994289966
227,(주)삼양사,145990,2023/12,0.5579688201303376,0.5579688201303376
228,(주)삼양홀딩스,70,2020/12,0.9928726749775791,0.9928726749775791
229,(주)삼양홀딩스,70,2021/12,1.2209757961173848,1.2209757961173848
230,(주)삼양홀딩스,70,2022/12,0.8992551530072733,0.8992551530072733
231,(주)삼양홀딩스,70,2023/12,0.434396133019815,0.434396133019815
232,(주)삼익악기,2450,2020/12,1.4084565891716847,1.4084565891716847
233,(주)삼익악기,2450,2021/12,0.969030628850712,0.969030628850712
234,(주)삼익악기,2450,2022/12,0.994145491247551,0.994145491247551
235,(주)삼익악기,2450,2023/12,0.39238450958660764,0.39238450958660764
236,(주)삼천리,4690,2020/12,0.8431925362160736,0.8431925362160736
237,(주)삼천리,4690,2021/12,0.22832284581121398,0.22832284581121398
238,(주)삼천리,4690,2022/12,0.07226882513420778,0.07226882513420778
239,(주)삼천리,4690,2023/12,1.5668298077609746,1.5668298077609746
240,(주)서연이화,200880,2020/12,2.220849975815626,2.220849975815626
241,(주)서연이화,200880,2021/12,1.7104122788303753,1.7104122788303753
242,(주)서연이화,200880,2022/12,1.3375498287387664,1.3375498287387664
243,(주)서연이화,200880,2023/12,1.4898761373342604,1.4898761373342604
244,(주)서흥,8490,2020/12,0.33995233521353274,0.33995233521353274
245,(주)서흥,8490,2021/12,0.8559975979113784,0.8559975979113784
246,(주)서흥,8490,2022/12,0.8252292525346034,0.8252292525346034
247,(주)서흥,8490,2023/12,0.4367570997623049,0.4367570997623049
248,(주)선진,136490,2020/12,0.704811077120899,0.704811077120899
249,(주)선진,136490,2021/12,2.2023905789510283,2.2023905789510283
250,(주)선진,136490,2022/12,1.494400401593262,1.494400401593262
251,(주)선진,136490,2023/12,0.7714219618121199,0.7714219618121199
252,(주)성안,11300,2020/12,1.3137887832177209,1.3137887832177209
253,(주)성안,11300,2021/12,0.2722356323975878,0.2722356323975878
254,(주)성안,11300,2022/12,0.21748675101844875,0.21748675101844875
255,(주)성안,11300,2023/12,1.1977573791759883,1.1977573791759883
256,(주)세아베스틸지주,1430,2020/12,1.7220405385900366,1.7220405385900366
257,(주)세아베스틸지주,1430,2021/12,1.7921499269734351,1.7921499269734351
258,(주)세아베스틸지주,1430,2022/12,1.3008535753362709,1.3008535753362709
259,(주)세아베스틸지주,1430,2023/12,1.1751987994988695,1.1751987994988695
260,(주)세아제강지주,3030,2020/12,1.2854680567930528,1.2854680567930528
261,(주)세아제강지주,3030,2021/12,1.3068105232311948,1.3068105232311948
262,(주)세아제강지주,3030,2022/12,0.4122989706879151,0.4122989706879151
263,(주)세아제강지주,3030,2023/12,0.6725571255256033,0.6725571255256033
264,(주)세아특수강,19440,2020/12,1.0688326987661823,1.0688326987661823
265,(주)세아특수강,19440,2021/12,0.949457655942965,0.949457655942965
266,(주)세아특수강,19440,2022/12,1.2717801118108767,1.2717801118108767
267,(주)세아특수강,19440,2023/12,0.9856177709787147,0.9856177709787147
268,(주)세아홀딩스,58650,2020/12,0.9166490346727554,0.9166490346727554
269,(주)세아홀딩스,58650,2021/12,0.7035358284844676,0.7035358284844676
270,(주)세아홀딩스,58650,2022/12,0.6159023387777987,0.6159023387777987
271,(주)세아홀딩스,58650,2023/12,0.23536526448462597,0.23536526448462597
272,(주)세진중공업,75580,2020/12,1.649119059885692,1.649119059885692
273,(주)세진중공업,75580,2021/12,1.809579191680354,1.809579191680354
274,(주)세진중공업,75580,2022/12,0.901542473896762,0.901542473896762
275,(주)세진중공업,75580,2023/12,1.2641493557845707,1.2641493557845707
276,(주)셀트리온,68270,2020/12,0.9874341441942066,0.9874341441942066
277,(주)셀트리온,68270,2021/12,1.025283359007202,1.025283359007202
278,(주)셀트리온,68270,2022/12,0.5908284007963918,0.5908284007963918
279,(주)셀트리온,68270,2023/12,1.0601409097594132,1.0601409097594132
280,(주)솔루엠,248070,2020/12,,
281,(주)솔루엠,248070,2021/12,,
282,(주)솔루엠,248070,2022/12,0.989848683920908,0.989848683920908
283,(주)솔루엠,248070,2023/12,-0.1183031169380539,-0.1183031169380539
284,(주)수산인더스트리,126720,2020/12,,
285,(주)수산인더스트리,126720,2021/12,,
286,(주)수산인더스트리,126720,2022/12,,
287,(주)수산인더스트리,126720,2023/12,1.2957514686253788,1.2957514686253788
288,(주)수산중공업,17550,2020/12,1.6559330105606695,1.6559330105606695
289,(주)수산중공업,17550,2021/12,1.8891500512650703,1.8891500512650703
290,(주)수산중공업,17550,2022/12,2.025478649527068,2.025478649527068
291,(주)수산중공업,17550,2023/12,1.0940668035880492,1.0940668035880492
292,(주)시알홀딩스,480,2020/12,0.37906378107530303,0.37906378107530303
293,(주)시알홀딩스,480,2021/12,0.20476024339648782,0.20476024339648782
294,(주)시알홀딩스,480,2022/12,0.23996535786321704,0.23996535786321704
295,(주)시알홀딩스,480,2023/12,0.4713490677682344,0.4713490677682344
296,(주)신도리코,29530,2020/12,0.940297611710034,0.940297611710034
297,(주)신도리코,29530,2021/12,0.6682245505831581,0.6682245505831581
298,(주)신도리코,29530,2022/12,0.48705835397412073,0.48705835397412073
299,(주)신도리코,29530,2023/12,0.43137489196576184,0.43137489196576184
300,(주)신성이엔지,11930,2020/12,1.711256865901675,1.711256865901675
301,(주)신성이엔지,11930,2021/12,1.453620078354372,1.453620078354372
302,(주)신성이엔지,11930,2022/12,1.557451609400026,1.557451609400026
303,(주)신성이엔지,11930,2023/12,1.416191177214347,1.416191177214347
304,(주)신세계,4170,2020/12,0.9901016843566575,0.9901016843566575
305,(주)신세계,4170,2021/12,0.9633651996342688,0.9633651996342688
306,(주)신세계,4170,2022/12,0.4490138303518072,0.4490138303518072
307,(주)신세계,4170,2023/12,0.7956689729550818,0.7956689729550818
308,(주)신세계인터내셔날,31430,2020/12,0.7015683997529469,0.7015683997529469
309,(주)신세계인터내셔날,31430,2021/12,0.48298248467415916,0.48298248467415916
310,(주)신세계인터내셔날,31430,2022/12,0.5437483440938862,0.5437483440938862
311,(주)신세계인터내셔날,31430,2023/12,1.1777421592554744,1.1777421592554744
312,(주)신세계푸드,31440,2020/12,0.9591872796399327,0.9591872796399327
313,(주)신세계푸드,31440,2021/12,0.9501142891746419,0.9501142891746419
314,(주)신세계푸드,31440,2022/12,0.8266915194317432,0.8266915194317432
315,(주)신세계푸드,31440,2023/12,0.706197840851964,0.706197840851964
316,(주)신영와코루,5800,2020/12,0.7394848452403197,0.7394848452403197
317,(주)신영와코루,5800,2021/12,0.6060823371490047,0.6060823371490047
318,(주)신영와코루,5800,2022/12,0.443111511352614,0.443111511352614
319,(주)신영와코루,5800,2023/12,0.14347193274612927,0.14347193274612927
320,(주)신풍,2870,2020/12,1.1633373234239368,1.1633373234239368
321,(주)신풍,2870,2021/12,1.208275282750269,1.208275282750269
322,(주)신풍,2870,2022/12,1.6045212024186846,1.6045212024186846
323,(주)신풍,2870,2023/12,1.1137590408233253,1.1137590408233253
324,(주)신흥,4080,2020/12,-0.198195913140424,-0.198195913140424
325,(주)신흥,4080,2021/12,0.06785869193249994,0.06785869193249994
326,(주)신흥,4080,2022/12,0.20768452340879298,0.20768452340879298
327,(주)신흥,4080,2023/12,0.053660820507976346,0.053660820507976346
328,(주)씨아이테크,4920,2020/12,0.7237580627700951,0.7237580627700951
329,(주)씨아이테크,4920,2021/12,1.4376537732508752,1.4376537732508752
330,(주)씨아이테크,4920,2022/12,0.5635024830556471,0.5635024830556471
331,(주)씨아이테크,4920,2023/12,0.4359693114676441,0.4359693114676441
332,(주)씨티알모빌리티,308170,2020/12,1.4838335058727228,1.4838335058727228
333,(주)씨티알모빌리티,308170,2021/12,1.4972651822321448,1.4972651822321448
334,(주)씨티알모빌리티,308170,2022/12,2.023287484508065,2.023287484508065
335,(주)씨티알모빌리티,308170,2023/12,0.17838824805306805,0.17838824805306805
336,(주)아모레퍼시픽,90430,2020/12,0.7610612060535832,0.7610612060535832
337,(주)아모레퍼시픽,90430,2021/12,0.9306022388165264,0.9306022388165264
338,(주)아모레퍼시픽,90430,2022/12,1.249824592417365,1.249824592417365
339,(주)아모레퍼시픽,90430,2023/12,1.2142447997961836,1.2142447997961836
340,(주)아모레퍼시픽그룹,2790,2020/12,1.2126379639760674,1.2126379639760674
341,(주)아모레퍼시픽그룹,2790,2021/12,1.0942752537246443,1.0942752537246443
342,(주)아모레퍼시픽그룹,2790,2022/12,0.8778463605086708,0.8778463605086708
343,(주)아모레퍼시픽그룹,2790,2023/12,1.3975928082989448,1.3975928082989448
344,(주)아이에이치큐,3560,2020/12,1.2771947625542754,1.2771947625542754
345,(주)아이에이치큐,3560,2021/12,0.8522016038265066,0.8522016038265066
346,(주)아이에이치큐,3560,2022/12,1.4420391532970116,1.4420391532970116
347,(주)아이에이치큐,3560,2023/12,0.39410340575177455,0.39410340575177455
348,(주)알루코,1780,2020/12,1.8564289552765922,1.8564289552765922
349,(주)알루코,1780,2021/12,1.9266342888117818,1.9266342888117818
350,(주)알루코,1780,2022/12,1.3106201737462537,1.3106201737462537
351,(주)알루코,1780,2023/12,0.691133869391792,0.691133869391792
352,(주)에스메디,118000,2020/12,1.3958240039507623,1.3958240039507623
353,(주)에스메디,118000,2021/12,0.9761161715874419,0.9761161715874419
354,(주)에스메디,118000,2022/12,1.2732720039998737,1.2732720039998737
355,(주)에스메디,118000,2023/12,0.9221233178688298,0.9221233178688298
356,(주)에스비에스,34120,2020/12,1.0908329082887656,1.0908329082887656
357,(주)에스비에스,34120,2021/12,1.032908502286118,1.032908502286118
358,(주)에스비에스,34120,2022/12,0.9260148918597756,0.9260148918597756
359,(주)에스비에스,34120,2023/12,0.4855517468710198,0.4855517468710198
360,(주)에스원,12750,2020/12,0.2158559562407014,0.2158559562407014
361,(주)에스원,12750,2021/12,0.32891772193954893,0.32891772193954893
362,(주)에스원,12750,2022/12,0.31711658436094375,0.31711658436094375
363,(주)에스원,12750,2023/12,0.5434309250859441,0.5434309250859441
364,(주)에스지글로벌,1380,2020/12,1.8589420462831334,1.8589420462831334
365,(주)에스지글로벌,1380,2021/12,2.5487420802955794,2.5487420802955794
366,(주)에스지글로벌,1380,2022/12,2.1423607060921843,2.1423607060921843
367,(주)에스지글로벌,1380,2023/12,0.713066081613619,0.713066081613619
368,(주)에스지세계물산,4060,2020/12,1.9779819112839063,1.9779819112839063
369,(주)에스지세계물산,4060,2021/12,1.1866249017132569,1.1866249017132569
370,(주)에스지세계물산,4060,2022/12,1.516753123042433,1.516753123042433
371,(주)에스지세계물산,4060,2023/12,0.9092912417648388,0.9092912417648388
372,(주)에이치에스애드,35000,2020/12,1.0561462622666826,1.0561462622666826
373,(주)에이치에스애드,35000,2021/12,1.151252256167827,1.151252256167827
374,(주)에이치에스애드,35000,2022/12,0.3807195225209875,0.3807195225209875
375,(주)에이치에스애드,35000,2023/12,0.1529752174740284,0.1529752174740284
376,(주)에이프로젠,7460,2020/12,1.4246810315020544,1.4246810315020544
377,(주)에이프로젠,7460,2021/12,1.1341888052451514,1.1341888052451514
378,(주)에이프로젠,7460,2022/12,0.7217520787093088,0.7217520787093088
379,(주)에이프로젠,7460,2023/12,0.2641767793423453,0.2641767793423453
380,(주)에이프로젠바이오로직스,3060,2020/12,1.0659321200120837,1.0659321200120837
381,(주)에이프로젠바이오로직스,3060,2021/12,1.279712502329061,1.279712502329061
